Var1,Var2,Var3
"BRD-K48243375.txt.mat",644,12282
"BRD-K48254300.txt.mat",644,12282
"BRD-K48257023.txt.mat",644,12282
"BRD-K48263651.txt.mat",644,12282
"BRD-K48270072.txt.mat",644,12282
"BRD-K48279074.txt.mat",644,12282
"BRD-K48296029.txt.mat",644,12282
"BRD-K48306168.txt.mat",644,12282
"BRD-K48306626.txt.mat",644,12282
"BRD-K48307191.txt.mat",644,12282
"BRD-K48311056.txt.mat",644,12282
"BRD-K48327915.txt.mat",644,12282
"BRD-K48332509.txt.mat",644,12282
"BRD-K48332988.txt.mat",644,12282
"BRD-K48336086.txt.mat",644,12282
"BRD-K48350747.txt.mat",644,12282
"BRD-K48360530.txt.mat",644,12282
"BRD-K48374441.txt.mat",644,12282
"BRD-K48383713.txt.mat",644,12282
"BRD-K48388979.txt.mat",644,12282
"BRD-K48415574.txt.mat",644,12282
"BRD-K48421284.txt.mat",644,12282
"BRD-K48424967.txt.mat",644,12282
"BRD-K48427969.txt.mat",644,12282
"BRD-K48431409.txt.mat",644,12282
"BRD-K48431707.txt.mat",644,12282
"BRD-K48433912.txt.mat",644,12282
"BRD-K48441067.txt.mat",644,12282
"BRD-K48454318.txt.mat",644,12282
"BRD-K48457318.txt.mat",644,12282
"BRD-K48463604.txt.mat",644,12282
"BRD-K48465004.txt.mat",644,12282
"BRD-K48475203.txt.mat",644,12282
"BRD-K48478472.txt.mat",644,12282
"BRD-K48479537.txt.mat",644,12282
"BRD-K48492265.txt.mat",644,12282
"BRD-K48505466.txt.mat",644,12282
"BRD-K48508383.txt.mat",644,12282
"BRD-K48515753.txt.mat",644,12282
"BRD-K48527688.txt.mat",644,12282
"BRD-K48528505.txt.mat",644,12282
"BRD-K48528697.txt.mat",644,12282
"BRD-K48545097.txt.mat",644,12282
"BRD-K48545167.txt.mat",644,12282
"BRD-K48548528.txt.mat",644,12282
"BRD-K48549412.txt.mat",644,12282
"BRD-K48551077.txt.mat",644,12282
"BRD-K48553449.txt.mat",644,12282
"BRD-K48562666.txt.mat",644,12282
"BRD-K48566675.txt.mat",644,12282
"BRD-K48571121.txt.mat",644,12282
"BRD-K48575680.txt.mat",644,12282
"BRD-K48576794.txt.mat",644,12282
"BRD-K48582996.txt.mat",644,12282
"BRD-K48583488.txt.mat",644,12282
"BRD-K48588790.txt.mat",644,12282
"BRD-K48593692.txt.mat",644,12282
"BRD-K48598367.txt.mat",644,12282
"BRD-K48603187.txt.mat",644,12282
"BRD-K48619543.txt.mat",644,12282
"BRD-K48624606.txt.mat",644,12282
"BRD-K48654093.txt.mat",644,12282
"BRD-K48654774.txt.mat",644,12282
"BRD-K48656305.txt.mat",644,12282
"BRD-K48659337.txt.mat",644,12282
"BRD-K48662018.txt.mat",644,12282
"BRD-K48668625.txt.mat",644,12282
"BRD-K48672996.txt.mat",644,12282
"BRD-K48673964.txt.mat",644,12282
"BRD-K48679006.txt.mat",644,12282
"BRD-K48680503.txt.mat",644,12282
"BRD-K48703433.txt.mat",644,12282
"BRD-K48710089.txt.mat",644,12282
"BRD-K48710616.txt.mat",644,12282
"BRD-K48714854.txt.mat",644,12282
"BRD-K48716658.txt.mat",644,12282
"BRD-K48717457.txt.mat",644,12282
"BRD-K48719132.txt.mat",644,12282
"BRD-K48723823.txt.mat",644,12282
"BRD-K48724570.txt.mat",644,12282
"BRD-K48733306.txt.mat",644,12282
"BRD-K48744855.txt.mat",644,12282
"BRD-K48752687.txt.mat",644,12282
"BRD-K48753787.txt.mat",644,12282
"BRD-K48755012.txt.mat",644,12282
"BRD-K48774739.txt.mat",644,12282
"BRD-K48775333.txt.mat",644,12282
"BRD-K48775846.txt.mat",644,12282
"BRD-K48803730.txt.mat",644,12282
"BRD-K48804356.txt.mat",644,12282
"BRD-K48805168.txt.mat",644,12282
"BRD-K48805623.txt.mat",644,12282
"BRD-K48809858.txt.mat",644,12282
"BRD-K48816779.txt.mat",644,12282
"BRD-K48823327.txt.mat",644,12282
"BRD-K48835133.txt.mat",644,12282
"BRD-K48840041.txt.mat",644,12282
"BRD-K48844671.txt.mat",644,12282
"BRD-K48849176.txt.mat",644,12282
"BRD-K48853765.txt.mat",644,12282
"BRD-K48860322.txt.mat",644,12282
"BRD-K48863671.txt.mat",644,12282
"BRD-K48864121.txt.mat",644,12282
"BRD-K48875630.txt.mat",644,12282
"BRD-K48877010.txt.mat",644,12282
"BRD-K48911375.txt.mat",644,12282
"BRD-K48914099.txt.mat",644,12282
"BRD-K48918097.txt.mat",644,12282
"BRD-K48918933.txt.mat",644,12282
"BRD-K48923155.txt.mat",644,12282
"BRD-K48924007.txt.mat",644,12282
"BRD-K48927563.txt.mat",644,12282
"BRD-K48930263.txt.mat",644,12282
"BRD-K48950795.txt.mat",644,12282
"BRD-K48954843.txt.mat",644,12282
"BRD-K48969316.txt.mat",644,12282
"BRD-K48974000.txt.mat",644,12282
"BRD-K48986374.txt.mat",644,12282
"BRD-K48995011.txt.mat",644,12282
"BRD-K49005570.txt.mat",644,12282
"BRD-K49010888.txt.mat",644,12282
"BRD-K49014970.txt.mat",644,12282
"BRD-K49031847.txt.mat",644,12282
"BRD-K49047603.txt.mat",644,12282
"BRD-K49061529.txt.mat",644,12282
"BRD-K49066776.txt.mat",644,12282
"BRD-K49070267.txt.mat",644,12282
"BRD-K49071649.txt.mat",644,12282
"BRD-K49076793.txt.mat",644,12282
"BRD-K49090949.txt.mat",644,12282
"BRD-K49092745.txt.mat",644,12282
"BRD-K49093373.txt.mat",644,12282
"BRD-K49094915.txt.mat",644,12282
"BRD-K49098390.txt.mat",644,12282
"BRD-K49111930.txt.mat",644,12282
"BRD-K49114771.txt.mat",644,12282
"BRD-K49123127.txt.mat",644,12282
"BRD-K49125116.txt.mat",644,12282
"BRD-K49148689.txt.mat",644,12282
"BRD-K49148914.txt.mat",644,12282
"BRD-K49156662.txt.mat",644,12282
"BRD-K49158673.txt.mat",644,12282
"BRD-K49164596.txt.mat",644,12282
"BRD-K49166646.txt.mat",644,12282
"BRD-K49172498.txt.mat",644,12282
"BRD-K49178877.txt.mat",644,12282
"BRD-K49180909.txt.mat",644,12282
"BRD-K49183852.txt.mat",644,12282
"BRD-K49215584.txt.mat",644,12282
"BRD-K49255961.txt.mat",644,12282
"BRD-K49258369.txt.mat",644,12282
"BRD-K49258689.txt.mat",644,12282
"BRD-K49276305.txt.mat",644,12282
"BRD-K49283005.txt.mat",644,12282
"BRD-K49283955.txt.mat",644,12282
"BRD-K49290616.txt.mat",644,12282
"BRD-K49294047.txt.mat",644,12282
"BRD-K49299173.txt.mat",644,12282
"BRD-K49309964.txt.mat",644,12282
"BRD-K49313348.txt.mat",644,12282
"BRD-K49330073.txt.mat",644,12282
"BRD-K49333142.txt.mat",644,12282
"BRD-K49333293.txt.mat",644,12282
"BRD-K49335566.txt.mat",644,12282
"BRD-K49345388.txt.mat",644,12282
"BRD-K49354529.txt.mat",644,12282
"BRD-K49367140.txt.mat",644,12282
"BRD-K49373277.txt.mat",644,12282
"BRD-K49377740.txt.mat",644,12282
"BRD-K49378999.txt.mat",644,12282
"BRD-K49383373.txt.mat",644,12282
"BRD-K49403449.txt.mat",644,12282
"BRD-K49417484.txt.mat",644,12282
"BRD-K49430514.txt.mat",644,12282
"BRD-K49434056.txt.mat",644,12282
"BRD-K49434474.txt.mat",644,12282
"BRD-K49441594.txt.mat",644,12282
"BRD-K49457424.txt.mat",644,12282
"BRD-K49460772.txt.mat",644,12282
"BRD-K49473389.txt.mat",644,12282
"BRD-K49477212.txt.mat",644,12282
"BRD-K49477330.txt.mat",644,12282
"BRD-K49480198.txt.mat",644,12282
"BRD-K49482378.txt.mat",644,12282
"BRD-K49483184.txt.mat",644,12282
"BRD-K49508167.txt.mat",644,12282
"BRD-K49510739.txt.mat",644,12282
"BRD-K49512493.txt.mat",644,12282
"BRD-K49525275.txt.mat",644,12282
"BRD-K49525301.txt.mat",644,12282
"BRD-K49534870.txt.mat",644,12282
"BRD-K49545421.txt.mat",644,12282
"BRD-K49553303.txt.mat",644,12282
"BRD-K49562544.txt.mat",644,12282
"BRD-K49567165.txt.mat",644,12282
"BRD-K49579550.txt.mat",644,12282
"BRD-K49594309.txt.mat",644,12282
"BRD-K49595590.txt.mat",644,12282
"BRD-K49596872.txt.mat",644,12282
"BRD-K49597140.txt.mat",644,12282
"BRD-K49612115.txt.mat",644,12282
"BRD-K49620695.txt.mat",644,12282
"BRD-K49623506.txt.mat",644,12282
"BRD-K49630153.txt.mat",644,12282
"BRD-K49634971.txt.mat",644,12282
"BRD-K49640920.txt.mat",644,12282
"BRD-K49669601.txt.mat",644,12282
"BRD-K49676673.txt.mat",644,12282
"BRD-K49685495.txt.mat",644,12282
"BRD-K49687221.txt.mat",644,12282
"BRD-K49689003.txt.mat",644,12282
"BRD-K49702326.txt.mat",644,12282
"BRD-K49712247.txt.mat",644,12282
"BRD-K49723079.txt.mat",644,12282
"BRD-K49723782.txt.mat",644,12282
"BRD-K49733809.txt.mat",644,12282
"BRD-K49736551.txt.mat",644,12282
"BRD-K49738502.txt.mat",644,12282
"BRD-K49739160.txt.mat",644,12282
"BRD-K49749421.txt.mat",644,12282
"BRD-K49751344.txt.mat",644,12282
"BRD-K49781215.txt.mat",644,12282
"BRD-K49791723.txt.mat",644,12282
"BRD-K49797414.txt.mat",644,12282
"BRD-K49807497.txt.mat",644,12282
"BRD-K49810938.txt.mat",644,12282
"BRD-K49814456.txt.mat",644,12282
"BRD-K49830011.txt.mat",644,12282
"BRD-K49831518.txt.mat",644,12282
"BRD-K49849398.txt.mat",644,12282
"BRD-K49860242.txt.mat",644,12282
"BRD-K49861754.txt.mat",644,12282
"BRD-K49866472.txt.mat",644,12282
"BRD-K49870009.txt.mat",644,12282
"BRD-K49877948.txt.mat",644,12282
"BRD-K49881099.txt.mat",644,12282
"BRD-K49889622.txt.mat",644,12282
"BRD-K49896210.txt.mat",644,12282
"BRD-K49906853.txt.mat",644,12282
"BRD-K49907349.txt.mat",644,12282
"BRD-K49907578.txt.mat",644,12282
"BRD-K49909254.txt.mat",644,12282
"BRD-K49910674.txt.mat",644,12282
"BRD-K49911380.txt.mat",644,12282
"BRD-K49916352.txt.mat",644,12282
"BRD-K49919280.txt.mat",644,12282
"BRD-K49921033.txt.mat",644,12282
"BRD-K49923618.txt.mat",644,12282
"BRD-K49931834.txt.mat",644,12282
"BRD-K49934959.txt.mat",644,12282
"BRD-K49939055.txt.mat",644,12282
"BRD-K49948755.txt.mat",644,12282
"BRD-K49955466.txt.mat",644,12282
"BRD-K49956785.txt.mat",644,12282
"BRD-K49961249.txt.mat",644,12282
"BRD-K49967178.txt.mat",644,12282
"BRD-K49988102.txt.mat",644,12282
"BRD-K49988555.txt.mat",644,12282
"BRD-K49998237.txt.mat",644,12282
"BRD-K50005301.txt.mat",644,12282
"BRD-K50008654.txt.mat",644,12282
"BRD-K50010596.txt.mat",644,12282
"BRD-K50011261.txt.mat",644,12282
"BRD-K50012739.txt.mat",644,12282
"BRD-K50014464.txt.mat",644,12282
"BRD-K50037482.txt.mat",644,12282
"BRD-K50052949.txt.mat",644,12282
"BRD-K50058777.txt.mat",644,12282
"BRD-K50068201.txt.mat",644,12282
"BRD-K50078508.txt.mat",644,12282
"BRD-K50079182.txt.mat",644,12282
"BRD-K50085158.txt.mat",644,12282
"BRD-K50108835.txt.mat",644,12282
"BRD-K50112803.txt.mat",644,12282
"BRD-K50115811.txt.mat",644,12282
"BRD-K50120786.txt.mat",644,12282
"BRD-K50126643.txt.mat",644,12282
"BRD-K50131741.txt.mat",644,12282
"BRD-K50131804.txt.mat",644,12282
"BRD-K50146767.txt.mat",644,12282
"BRD-K50149017.txt.mat",644,12282
"BRD-K50157880.txt.mat",644,12282
"BRD-K50160200.txt.mat",644,12282
"BRD-K50171542.txt.mat",644,12282
"BRD-K50174388.txt.mat",644,12282
"BRD-K50176356.txt.mat",644,12282
"BRD-K50177987.txt.mat",644,12282
"BRD-K50186544.txt.mat",644,12282
"BRD-K50194167.txt.mat",644,12282
"BRD-K50195301.txt.mat",644,12282
"BRD-K50204028.txt.mat",644,12282
"BRD-K50218580.txt.mat",644,12282
"BRD-K50218765.txt.mat",644,12282
"BRD-K50223932.txt.mat",644,12282
"BRD-K50230035.txt.mat",644,12282
"BRD-K50257410.txt.mat",644,12282
"BRD-K50266413.txt.mat",644,12282
"BRD-K50269042.txt.mat",644,12282
"BRD-K50277523.txt.mat",644,12282
"BRD-K50280607.txt.mat",644,12282
"BRD-K50281141.txt.mat",644,12282
"BRD-K50282595.txt.mat",644,12282
"BRD-K50298819.txt.mat",644,12282
"BRD-K50302985.txt.mat",644,12282
"BRD-K50309272.txt.mat",644,12282
"BRD-K50314382.txt.mat",644,12282
"BRD-K50325214.txt.mat",644,12282
"BRD-K50325283.txt.mat",644,12282
"BRD-K50325722.txt.mat",644,12282
"BRD-K50330857.txt.mat",644,12282
"BRD-K50342369.txt.mat",644,12282
"BRD-K50347701.txt.mat",644,12282
"BRD-K50351738.txt.mat",644,12282
"BRD-K50358328.txt.mat",644,12282
"BRD-K50360395.txt.mat",644,12282
"BRD-K50360938.txt.mat",644,12282
"BRD-K50366616.txt.mat",644,12282
"BRD-K50368246.txt.mat",644,12282
"BRD-K50381033.txt.mat",644,12282
"BRD-K50383095.txt.mat",644,12282
"BRD-K50388099.txt.mat",644,12282
"BRD-K50388960.txt.mat",644,12282
"BRD-K50404714.txt.mat",644,12282
"BRD-K50408407.txt.mat",644,12282
"BRD-K50413145.txt.mat",644,12282
"BRD-K50435683.txt.mat",644,12282
"BRD-K50462936.txt.mat",644,12282
"BRD-K50472386.txt.mat",644,12282
"BRD-K50510764.txt.mat",644,12282
"BRD-K50513128.txt.mat",644,12282
"BRD-K50521229.txt.mat",644,12282
"BRD-K50532160.txt.mat",644,12282
"BRD-K50558304.txt.mat",644,12282
"BRD-K50570214.txt.mat",644,12282
"BRD-K50572265.txt.mat",644,12282
"BRD-K50576452.txt.mat",644,12282
"BRD-K50580743.txt.mat",644,12282
"BRD-K50587003.txt.mat",644,12282
"BRD-K50598383.txt.mat",644,12282
"BRD-K50605719.txt.mat",644,12282
"BRD-K50608366.txt.mat",644,12282
"BRD-K50608891.txt.mat",644,12282
"BRD-K50611992.txt.mat",644,12282
"BRD-K50634134.txt.mat",644,12282
"BRD-K50639228.txt.mat",644,12282
"BRD-K50641952.txt.mat",644,12282
"BRD-K50648023.txt.mat",644,12282
"BRD-K50655333.txt.mat",644,12282
"BRD-K50657769.txt.mat",644,12282
"BRD-K50659736.txt.mat",644,12282
"BRD-K50665432.txt.mat",644,12282
"BRD-K50667779.txt.mat",644,12282
"BRD-K50670216.txt.mat",644,12282
"BRD-K50673380.txt.mat",644,12282
"BRD-K50694553.txt.mat",644,12282
"BRD-K50696746.txt.mat",644,12282
"BRD-K50716931.txt.mat",644,12282
"BRD-K50727748.txt.mat",644,12282
"BRD-K50728502.txt.mat",644,12282
"BRD-K50733069.txt.mat",644,12282
"BRD-K50737884.txt.mat",644,12282
"BRD-K50739913.txt.mat",644,12282
"BRD-K50746423.txt.mat",644,12282
"BRD-K50748030.txt.mat",644,12282
"BRD-K50754265.txt.mat",644,12282
"BRD-K50755896.txt.mat",644,12282
"BRD-K50761336.txt.mat",644,12282
"BRD-K50776152.txt.mat",644,12282
"BRD-K50777342.txt.mat",644,12282
"BRD-K50790730.txt.mat",644,12282
"BRD-K50791850.txt.mat",644,12282
"BRD-K50791983.txt.mat",644,12282
"BRD-K50795058.txt.mat",644,12282
"BRD-K50795243.txt.mat",644,12282
"BRD-K50799972.txt.mat",644,12282
"BRD-K50801330.txt.mat",644,12282
"BRD-K50805111.txt.mat",644,12282
"BRD-K50808811.txt.mat",644,12282
"BRD-K50819157.txt.mat",644,12282
"BRD-K50822286.txt.mat",644,12282
"BRD-K50827439.txt.mat",644,12282
"BRD-K50832163.txt.mat",644,12282
"BRD-K50845321.txt.mat",644,12282
"BRD-K50846154.txt.mat",644,12282
"BRD-K50868745.txt.mat",644,12282
"BRD-K50876388.txt.mat",644,12282
"BRD-K50883617.txt.mat",644,12282
"BRD-K50887310.txt.mat",644,12282
"BRD-K50890172.txt.mat",644,12282
"BRD-K50893227.txt.mat",644,12282
"BRD-K50907285.txt.mat",644,12282
"BRD-K50916779.txt.mat",644,12282
"BRD-K50929556.txt.mat",644,12282
"BRD-K50938873.txt.mat",644,12282
"BRD-K50943704.txt.mat",644,12282
"BRD-K50949213.txt.mat",644,12282
"BRD-K50953983.txt.mat",644,12282
"BRD-K50965411.txt.mat",644,12282
"BRD-K50974880.txt.mat",644,12282
"BRD-K50981189.txt.mat",644,12282
"BRD-K50984462.txt.mat",644,12282
"BRD-K50985433.txt.mat",644,12282
"BRD-K50986888.txt.mat",644,12282
"BRD-K50990408.txt.mat",644,12282
"BRD-K51004501.txt.mat",644,12282
"BRD-K51019170.txt.mat",644,12282
"BRD-K51030799.txt.mat",644,12282
"BRD-K51031805.txt.mat",644,12282
"BRD-K51034923.txt.mat",644,12282
"BRD-K51036109.txt.mat",644,12282
"BRD-K51040159.txt.mat",644,12282
"BRD-K51041684.txt.mat",644,12282
"BRD-K51047687.txt.mat",644,12282
"BRD-K51050139.txt.mat",644,12282
"BRD-K51050762.txt.mat",644,12282
"BRD-K51052187.txt.mat",644,12282
"BRD-K51068004.txt.mat",644,12282
"BRD-K51072560.txt.mat",644,12282
"BRD-K51083659.txt.mat",644,12282
"BRD-K51088127.txt.mat",644,12282
"BRD-K51102238.txt.mat",644,12282
"BRD-K51106788.txt.mat",644,12282
"BRD-K51106827.txt.mat",644,12282
"BRD-K51126483.txt.mat",644,12282
"BRD-K51126488.txt.mat",644,12282
"BRD-K51133104.txt.mat",644,12282
"BRD-K51134784.txt.mat",644,12282
"BRD-K51140856.txt.mat",644,12282
"BRD-K51141297.txt.mat",644,12282
"BRD-K51143622.txt.mat",644,12282
"BRD-K51147043.txt.mat",644,12282
"BRD-K51147721.txt.mat",644,12282
"BRD-K51155404.txt.mat",644,12282
"BRD-K51164721.txt.mat",644,12282
"BRD-K51166678.txt.mat",644,12282
"BRD-K51169491.txt.mat",644,12282
"BRD-K51179640.txt.mat",644,12282
"BRD-K51181663.txt.mat",644,12282
"BRD-K51186655.txt.mat",644,12282
"BRD-K51189903.txt.mat",644,12282
"BRD-K51197994.txt.mat",644,12282
"BRD-K51201721.txt.mat",644,12282
"BRD-K51202492.txt.mat",644,12282
"BRD-K51216807.txt.mat",644,12282
"BRD-K51217456.txt.mat",644,12282
"BRD-K51218228.txt.mat",644,12282
"BRD-K51220638.txt.mat",644,12282
"BRD-K51234905.txt.mat",644,12282
"BRD-K51241952.txt.mat",644,12282
"BRD-K51252203.txt.mat",644,12282
"BRD-K51256476.txt.mat",644,12282
"BRD-K51257364.txt.mat",644,12282
"BRD-K51266459.txt.mat",644,12282
"BRD-K51267267.txt.mat",644,12282
"BRD-K51285422.txt.mat",644,12282
"BRD-K51287451.txt.mat",644,12282
"BRD-K51288770.txt.mat",644,12282
"BRD-K51296348.txt.mat",644,12282
"BRD-K51320264.txt.mat",644,12282
"BRD-K51322285.txt.mat",644,12282
"BRD-K51328581.txt.mat",644,12282
"BRD-K51329831.txt.mat",644,12282
"BRD-K51338042.txt.mat",644,12282
"BRD-K51339020.txt.mat",644,12282
"BRD-K51349050.txt.mat",644,12282
"BRD-K51358551.txt.mat",644,12282
"BRD-K51360326.txt.mat",644,12282
"BRD-K51361049.txt.mat",644,12282
"BRD-K51368089.txt.mat",644,12282
"BRD-K51368944.txt.mat",644,12282
"BRD-K51372689.txt.mat",644,12282
"BRD-K51377689.txt.mat",644,12282
"BRD-K51381937.txt.mat",644,12282
"BRD-K51388814.txt.mat",644,12282
"BRD-K51390731.txt.mat",644,12282
"BRD-K51390937.txt.mat",644,12282
"BRD-K51392039.txt.mat",644,12282
"BRD-K51394868.txt.mat",644,12282
"BRD-K51395794.txt.mat",644,12282
"BRD-K51400578.txt.mat",644,12282
"BRD-K51410836.txt.mat",644,12282
"BRD-K51413232.txt.mat",644,12282
"BRD-K51428159.txt.mat",644,12282
"BRD-K51431550.txt.mat",644,12282
"BRD-K51454562.txt.mat",644,12282
"BRD-K51457407.txt.mat",644,12282
"BRD-K51471107.txt.mat",644,12282
"BRD-K51475868.txt.mat",644,12282
"BRD-K51490254.txt.mat",644,12282
"BRD-K51498721.txt.mat",644,12282
"BRD-K51502980.txt.mat",644,12282
"BRD-K51511759.txt.mat",644,12282
"BRD-K51512723.txt.mat",644,12282
"BRD-K51522005.txt.mat",644,12282
"BRD-K51530321.txt.mat",644,12282
"BRD-K51538472.txt.mat",644,12282
"BRD-K51556300.txt.mat",644,12282
"BRD-K51556413.txt.mat",644,12282
"BRD-K51556457.txt.mat",644,12282
"BRD-K51557114.txt.mat",644,12282
"BRD-K51569524.txt.mat",644,12282
"BRD-K51574318.txt.mat",644,12282
"BRD-K51579714.txt.mat",644,12282
"BRD-K51579715.txt.mat",644,12282
"BRD-K51585944.txt.mat",644,12282
"BRD-K51592421.txt.mat",644,12282
"BRD-K51592837.txt.mat",644,12282
"BRD-K51595563.txt.mat",644,12282
"BRD-K51608872.txt.mat",644,12282
"BRD-K51620275.txt.mat",644,12282
"BRD-K51626376.txt.mat",644,12282
"BRD-K51633576.txt.mat",644,12282
"BRD-K51640940.txt.mat",644,12282
"BRD-K51643619.txt.mat",644,12282
"BRD-K51643793.txt.mat",644,12282
"BRD-K51644197.txt.mat",644,12282
"BRD-K51662742.txt.mat",644,12282
"BRD-K51670762.txt.mat",644,12282
"BRD-K51674646.txt.mat",644,12282
"BRD-K51683034.txt.mat",644,12282
"BRD-K51696048.txt.mat",644,12282
"BRD-K51703152.txt.mat",644,12282
"BRD-K51712294.txt.mat",644,12282
"BRD-K51725102.txt.mat",644,12282
"BRD-K51731619.txt.mat",644,12282
"BRD-K51733045.txt.mat",644,12282
"BRD-K51740186.txt.mat",644,12282
"BRD-K51745483.txt.mat",644,12282
"BRD-K51750373.txt.mat",644,12282
"BRD-K51753035.txt.mat",644,12282
"BRD-K51757031.txt.mat",644,12282
"BRD-K51759637.txt.mat",644,12282
"BRD-K51762600.txt.mat",644,12282
"BRD-K51774400.txt.mat",644,12282
"BRD-K51774655.txt.mat",644,12282
"BRD-K51776699.txt.mat",644,12282
"BRD-K51791261.txt.mat",644,12282
"BRD-K51791390.txt.mat",644,12282
"BRD-K51797651.txt.mat",644,12282
"BRD-K51800846.txt.mat",644,12282
"BRD-K51803154.txt.mat",644,12282
"BRD-K51810646.txt.mat",644,12282
"BRD-K51812182.txt.mat",644,12282
"BRD-K51823671.txt.mat",644,12282
"BRD-K51825814.txt.mat",644,12282
"BRD-K51826244.txt.mat",644,12282
"BRD-K51832753.txt.mat",644,12282
"BRD-K51844455.txt.mat",644,12282
"BRD-K51846078.txt.mat",644,12282
"BRD-K51848823.txt.mat",644,12282
"BRD-K51849024.txt.mat",644,12282
"BRD-K51849212.txt.mat",644,12282
"BRD-K51862446.txt.mat",644,12282
"BRD-K51871563.txt.mat",644,12282
"BRD-K51877340.txt.mat",644,12282
"BRD-K51878684.txt.mat",644,12282
"BRD-K51888384.txt.mat",644,12282
"BRD-K51894281.txt.mat",644,12282
"BRD-K51895259.txt.mat",644,12282
"BRD-K51896917.txt.mat",644,12282
"BRD-K51908245.txt.mat",644,12282
"BRD-K51911655.txt.mat",644,12282
"BRD-K51916742.txt.mat",644,12282
"BRD-K51919154.txt.mat",644,12282
"BRD-K51922621.txt.mat",644,12282
"BRD-K51930253.txt.mat",644,12282
"BRD-K51934037.txt.mat",644,12282
"BRD-K51951665.txt.mat",644,12282
"BRD-K51954117.txt.mat",644,12282
"BRD-K51961561.txt.mat",644,12282
"BRD-K51970157.txt.mat",644,12282
"BRD-K51971121.txt.mat",644,12282
"BRD-K51973945.txt.mat",644,12282
"BRD-K51975159.txt.mat",644,12282
"BRD-K51981081.txt.mat",644,12282
"BRD-K51993206.txt.mat",644,12282
"BRD-K51998148.txt.mat",644,12282
"BRD-K51998640.txt.mat",644,12282
"BRD-K52006320.txt.mat",644,12282
"BRD-K52012504.txt.mat",644,12282
"BRD-K52032805.txt.mat",644,12282
"BRD-K52044217.txt.mat",644,12282
"BRD-K52045590.txt.mat",644,12282
"BRD-K52047117.txt.mat",644,12282
"BRD-K52047316.txt.mat",644,12282
"BRD-K52062350.txt.mat",644,12282
"BRD-K52071480.txt.mat",644,12282
"BRD-K52076988.txt.mat",644,12282
"BRD-K52097822.txt.mat",644,12282
"BRD-K52099002.txt.mat",644,12282
"BRD-K52106083.txt.mat",644,12282
"BRD-K52111234.txt.mat",644,12282
"BRD-K52117630.txt.mat",644,12282
"BRD-K52123998.txt.mat",644,12282
"BRD-K52124071.txt.mat",644,12282
"BRD-K52136013.txt.mat",644,12282
"BRD-K52149447.txt.mat",644,12282
"BRD-K52157979.txt.mat",644,12282
"BRD-K52159901.txt.mat",644,12282
"BRD-K52160314.txt.mat",644,12282
"BRD-K52163391.txt.mat",644,12282
"BRD-K52178187.txt.mat",644,12282
"BRD-K52183630.txt.mat",644,12282
"BRD-K52184420.txt.mat",644,12282
"BRD-K52189832.txt.mat",644,12282
"BRD-K52197325.txt.mat",644,12282
"BRD-K52199185.txt.mat",644,12282
"BRD-K52203672.txt.mat",644,12282
"BRD-K52204603.txt.mat",644,12282
"BRD-K52207968.txt.mat",644,12282
"BRD-K52208857.txt.mat",644,12282
"BRD-K52215487.txt.mat",644,12282
"BRD-K52220918.txt.mat",644,12282
"BRD-K52221985.txt.mat",644,12282
"BRD-K52225919.txt.mat",644,12282
"BRD-K52240583.txt.mat",644,12282
"BRD-K52252091.txt.mat",644,12282
"BRD-K52276780.txt.mat",644,12282
"BRD-K52303942.txt.mat",644,12282
"BRD-K52306726.txt.mat",644,12282
"BRD-K52309792.txt.mat",644,12282
"BRD-K52321331.txt.mat",644,12282
"BRD-K52341396.txt.mat",644,12282
"BRD-K52342362.txt.mat",644,12282
"BRD-K52353085.txt.mat",644,12282
"BRD-K52356070.txt.mat",644,12282
"BRD-K52369815.txt.mat",644,12282
"BRD-K52371706.txt.mat",644,12282
"BRD-K52373488.txt.mat",644,12282
"BRD-K52373514.txt.mat",644,12282
"BRD-K52379384.txt.mat",644,12282
"BRD-K52403446.txt.mat",644,12282
"BRD-K52403701.txt.mat",644,12282
"BRD-K52413350.txt.mat",644,12282
"BRD-K52418167.txt.mat",644,12282
"BRD-K52421542.txt.mat",644,12282
"BRD-K52435112.txt.mat",644,12282
"BRD-K52446745.txt.mat",644,12282
"BRD-K52453128.txt.mat",644,12282
"BRD-K52457887.txt.mat",644,12282
"BRD-K52460145.txt.mat",644,12282
"BRD-K52463977.txt.mat",644,12282
"BRD-K52465094.txt.mat",644,12282
"BRD-K52468146.txt.mat",644,12282
"BRD-K52473019.txt.mat",644,12282
"BRD-K52476750.txt.mat",644,12282
"BRD-K52497027.txt.mat",644,12282
"BRD-K52515416.txt.mat",644,12282
"BRD-K52524742.txt.mat",644,12282
"BRD-K52536034.txt.mat",644,12282
"BRD-K52540534.txt.mat",644,12282
"BRD-K52542879.txt.mat",644,12282
"BRD-K52544910.txt.mat",644,12282
"BRD-K52564648.txt.mat",644,12282
"BRD-K52572235.txt.mat",644,12282
"BRD-K52574175.txt.mat",644,12282
"BRD-K52593146.txt.mat",644,12282
"BRD-K52628302.txt.mat",644,12282
"BRD-K52640952.txt.mat",644,12282
"BRD-K52643239.txt.mat",644,12282
"BRD-K52651393.txt.mat",644,12282
"BRD-K52653383.txt.mat",644,12282
"BRD-K52654243.txt.mat",644,12282
"BRD-K52656828.txt.mat",644,12282
"BRD-K52657367.txt.mat",644,12282
"BRD-K52660225.txt.mat",644,12282
