Var1,Var2,Var3
"BRD-K27679491.txt.mat",644,12282
"BRD-K27682288.txt.mat",644,12282
"BRD-K27699706.txt.mat",644,12282
"BRD-K27706744.txt.mat",644,12282
"BRD-K27709404.txt.mat",644,12282
"BRD-K27711805.txt.mat",644,12282
"BRD-K27718415.txt.mat",644,12282
"BRD-K27720649.txt.mat",644,12282
"BRD-K27728416.txt.mat",644,12282
"BRD-K27732957.txt.mat",644,12282
"BRD-K27735716.txt.mat",644,12282
"BRD-K27742591.txt.mat",644,12282
"BRD-K27744061.txt.mat",644,12282
"BRD-K27757818.txt.mat",644,12282
"BRD-K27760381.txt.mat",644,12282
"BRD-K27767004.txt.mat",644,12282
"BRD-K27772696.txt.mat",644,12282
"BRD-K27775808.txt.mat",644,12282
"BRD-K27788917.txt.mat",644,12282
"BRD-K27798440.txt.mat",644,12282
"BRD-K27803479.txt.mat",644,12282
"BRD-K27803932.txt.mat",644,12282
"BRD-K27807043.txt.mat",644,12282
"BRD-K27811024.txt.mat",644,12282
"BRD-K27817736.txt.mat",644,12282
"BRD-K27817945.txt.mat",644,12282
"BRD-K27818252.txt.mat",644,12282
"BRD-K27824357.txt.mat",644,12282
"BRD-K27827760.txt.mat",644,12282
"BRD-K27835062.txt.mat",644,12282
"BRD-K27837783.txt.mat",644,12282
"BRD-K27838482.txt.mat",644,12282
"BRD-K27839561.txt.mat",644,12282
"BRD-K27841704.txt.mat",644,12282
"BRD-K27843502.txt.mat",644,12282
"BRD-K27855499.txt.mat",644,12282
"BRD-K27858373.txt.mat",644,12282
"BRD-K27865298.txt.mat",644,12282
"BRD-K27872553.txt.mat",644,12282
"BRD-K27881911.txt.mat",644,12282
"BRD-K27882424.txt.mat",644,12282
"BRD-K27887926.txt.mat",644,12282
"BRD-K27915767.txt.mat",644,12282
"BRD-K27918075.txt.mat",644,12282
"BRD-K27919582.txt.mat",644,12282
"BRD-K27925875.txt.mat",644,12282
"BRD-K27927067.txt.mat",644,12282
"BRD-K27935463.txt.mat",644,12282
"BRD-K27948561.txt.mat",644,12282
"BRD-K27951502.txt.mat",644,12282
"BRD-K27957164.txt.mat",644,12282
"BRD-K27961885.txt.mat",644,12282
"BRD-K27962962.txt.mat",644,12282
"BRD-K27986637.txt.mat",644,12282
"BRD-K27993001.txt.mat",644,12282
"BRD-K27998900.txt.mat",644,12282
"BRD-K28000085.txt.mat",644,12282
"BRD-K28001518.txt.mat",644,12282
"BRD-K28001738.txt.mat",644,12282
"BRD-K28004127.txt.mat",644,12282
"BRD-K28013436.txt.mat",644,12282
"BRD-K28018597.txt.mat",644,12282
"BRD-K28021369.txt.mat",644,12282
"BRD-K28027757.txt.mat",644,12282
"BRD-K28035139.txt.mat",644,12282
"BRD-K28036193.txt.mat",644,12282
"BRD-K28040935.txt.mat",644,12282
"BRD-K28043081.txt.mat",644,12282
"BRD-K28049955.txt.mat",644,12282
"BRD-K28055782.txt.mat",644,12282
"BRD-K28065812.txt.mat",644,12282
"BRD-K28066515.txt.mat",644,12282
"BRD-K28073457.txt.mat",644,12282
"BRD-K28076694.txt.mat",644,12282
"BRD-K28077119.txt.mat",644,12282
"BRD-K28080909.txt.mat",644,12282
"BRD-K28082924.txt.mat",644,12282
"BRD-K28083085.txt.mat",644,12282
"BRD-K28096758.txt.mat",644,12282
"BRD-K28100108.txt.mat",644,12282
"BRD-K28105726.txt.mat",644,12282
"BRD-K28107603.txt.mat",644,12282
"BRD-K28112059.txt.mat",644,12282
"BRD-K28112517.txt.mat",644,12282
"BRD-K28117690.txt.mat",644,12282
"BRD-K28121452.txt.mat",644,12282
"BRD-K28135985.txt.mat",644,12282
"BRD-K28138218.txt.mat",644,12282
"BRD-K28149578.txt.mat",644,12282
"BRD-K28154645.txt.mat",644,12282
"BRD-K28162668.txt.mat",644,12282
"BRD-K28169522.txt.mat",644,12282
"BRD-K28179362.txt.mat",644,12282
"BRD-K28180706.txt.mat",644,12282
"BRD-K28184645.txt.mat",644,12282
"BRD-K28185108.txt.mat",644,12282
"BRD-K28187112.txt.mat",644,12282
"BRD-K28190569.txt.mat",644,12282
"BRD-K28208028.txt.mat",644,12282
"BRD-K28215800.txt.mat",644,12282
"BRD-K28223745.txt.mat",644,12282
"BRD-K28249211.txt.mat",644,12282
"BRD-K28250273.txt.mat",644,12282
"BRD-K28256231.txt.mat",644,12282
"BRD-K28276103.txt.mat",644,12282
"BRD-K28282432.txt.mat",644,12282
"BRD-K28282859.txt.mat",644,12282
"BRD-K28284219.txt.mat",644,12282
"BRD-K28293491.txt.mat",644,12282
"BRD-K28305693.txt.mat",644,12282
"BRD-K28308851.txt.mat",644,12282
"BRD-K28312904.txt.mat",644,12282
"BRD-K28317853.txt.mat",644,12282
"BRD-K28329571.txt.mat",644,12282
"BRD-K28336972.txt.mat",644,12282
"BRD-K28344523.txt.mat",644,12282
"BRD-K28358982.txt.mat",644,12282
"BRD-K28362289.txt.mat",644,12282
"BRD-K28366444.txt.mat",644,12282
"BRD-K28366633.txt.mat",644,12282
"BRD-K28370158.txt.mat",644,12282
"BRD-K28377013.txt.mat",644,12282
"BRD-K28377322.txt.mat",644,12282
"BRD-K28394201.txt.mat",644,12282
"BRD-K28395853.txt.mat",644,12282
"BRD-K28397270.txt.mat",644,12282
"BRD-K28421747.txt.mat",644,12282
"BRD-K28430035.txt.mat",644,12282
"BRD-K28431278.txt.mat",644,12282
"BRD-K28431554.txt.mat",644,12282
"BRD-K28431799.txt.mat",644,12282
"BRD-K28436871.txt.mat",644,12282
"BRD-K28437309.txt.mat",644,12282
"BRD-K28451547.txt.mat",644,12282
"BRD-K28452084.txt.mat",644,12282
"BRD-K28452359.txt.mat",644,12282
"BRD-K28460793.txt.mat",644,12282
"BRD-K28467343.txt.mat",644,12282
"BRD-K28472299.txt.mat",644,12282
"BRD-K28478559.txt.mat",644,12282
"BRD-K28480589.txt.mat",644,12282
"BRD-K28484895.txt.mat",644,12282
"BRD-K28489983.txt.mat",644,12282
"BRD-K28497936.txt.mat",644,12282
"BRD-K28508449.txt.mat",644,12282
"BRD-K28513058.txt.mat",644,12282
"BRD-K28513938.txt.mat",644,12282
"BRD-K28530075.txt.mat",644,12282
"BRD-K28540419.txt.mat",644,12282
"BRD-K28563387.txt.mat",644,12282
"BRD-K28568387.txt.mat",644,12282
"BRD-K28573311.txt.mat",644,12282
"BRD-K28576143.txt.mat",644,12282
"BRD-K28578807.txt.mat",644,12282
"BRD-K28582709.txt.mat",644,12282
"BRD-K28583191.txt.mat",644,12282
"BRD-K28585560.txt.mat",644,12282
"BRD-K28589277.txt.mat",644,12282
"BRD-K28594113.txt.mat",644,12282
"BRD-K28615450.txt.mat",644,12282
"BRD-K28623651.txt.mat",644,12282
"BRD-K28636199.txt.mat",644,12282
"BRD-K28638920.txt.mat",644,12282
"BRD-K28641265.txt.mat",644,12282
"BRD-K28646532.txt.mat",644,12282
"BRD-K28648950.txt.mat",644,12282
"BRD-K28649344.txt.mat",644,12282
"BRD-K28649955.txt.mat",644,12282
"BRD-K28658046.txt.mat",644,12282
"BRD-K28663733.txt.mat",644,12282
"BRD-K28667054.txt.mat",644,12282
"BRD-K28668737.txt.mat",644,12282
"BRD-K28680267.txt.mat",644,12282
"BRD-K28698886.txt.mat",644,12282
"BRD-K28709114.txt.mat",644,12282
"BRD-K28714324.txt.mat",644,12282
"BRD-K28738449.txt.mat",644,12282
"BRD-K28739456.txt.mat",644,12282
"BRD-K28743085.txt.mat",644,12282
"BRD-K28746839.txt.mat",644,12282
"BRD-K28752165.txt.mat",644,12282
"BRD-K28772322.txt.mat",644,12282
"BRD-K28774715.txt.mat",644,12282
"BRD-K28777623.txt.mat",644,12282
"BRD-K28782753.txt.mat",644,12282
"BRD-K28789065.txt.mat",644,12282
"BRD-K28800414.txt.mat",644,12282
"BRD-K28810861.txt.mat",644,12282
"BRD-K28812281.txt.mat",644,12282
"BRD-K28831272.txt.mat",644,12282
"BRD-K28833951.txt.mat",644,12282
"BRD-K28841686.txt.mat",644,12282
"BRD-K28851694.txt.mat",644,12282
"BRD-K28862107.txt.mat",644,12282
"BRD-K28862419.txt.mat",644,12282
"BRD-K28871766.txt.mat",644,12282
"BRD-K28882142.txt.mat",644,12282
"BRD-K28883735.txt.mat",644,12282
"BRD-K28884887.txt.mat",644,12282
"BRD-K28890604.txt.mat",644,12282
"BRD-K28892486.txt.mat",644,12282
"BRD-K28907425.txt.mat",644,12282
"BRD-K28916077.txt.mat",644,12282
"BRD-K28918096.txt.mat",644,12282
"BRD-K28922292.txt.mat",644,12282
"BRD-K28924448.txt.mat",644,12282
"BRD-K28925416.txt.mat",644,12282
"BRD-K28927944.txt.mat",644,12282
"BRD-K28934562.txt.mat",644,12282
"BRD-K28945051.txt.mat",644,12282
"BRD-K28947191.txt.mat",644,12282
"BRD-K28956095.txt.mat",644,12282
"BRD-K28968484.txt.mat",644,12282
"BRD-K28987821.txt.mat",644,12282
"BRD-K28991565.txt.mat",644,12282
"BRD-K28995283.txt.mat",644,12282
"BRD-K28997108.txt.mat",644,12282
"BRD-K29003210.txt.mat",644,12282
"BRD-K29004135.txt.mat",644,12282
"BRD-K29029059.txt.mat",644,12282
"BRD-K29033329.txt.mat",644,12282
"BRD-K29035246.txt.mat",644,12282
"BRD-K29041589.txt.mat",644,12282
"BRD-K29054201.txt.mat",644,12282
"BRD-K29060081.txt.mat",644,12282
"BRD-K29063218.txt.mat",644,12282
"BRD-K29081238.txt.mat",644,12282
"BRD-K29094514.txt.mat",644,12282
"BRD-K29097491.txt.mat",644,12282
"BRD-K29102147.txt.mat",644,12282
"BRD-K29107762.txt.mat",644,12282
"BRD-K29110787.txt.mat",644,12282
"BRD-K29125789.txt.mat",644,12282
"BRD-K29128208.txt.mat",644,12282
"BRD-K29136476.txt.mat",644,12282
"BRD-K29137607.txt.mat",644,12282
"BRD-K29138830.txt.mat",644,12282
"BRD-K29140223.txt.mat",644,12282
"BRD-K29143341.txt.mat",644,12282
"BRD-K29144516.txt.mat",644,12282
"BRD-K29150200.txt.mat",644,12282
"BRD-K29160485.txt.mat",644,12282
"BRD-K29162128.txt.mat",644,12282
"BRD-K29181432.txt.mat",644,12282
"BRD-K29182094.txt.mat",644,12282
"BRD-K29201528.txt.mat",644,12282
"BRD-K29211776.txt.mat",644,12282
"BRD-K29227213.txt.mat",644,12282
"BRD-K29243968.txt.mat",644,12282
"BRD-K29251608.txt.mat",644,12282
"BRD-K29252735.txt.mat",644,12282
"BRD-K29253390.txt.mat",644,12282
"BRD-K29253960.txt.mat",644,12282
"BRD-K29255825.txt.mat",644,12282
"BRD-K29256470.txt.mat",644,12282
"BRD-K29258520.txt.mat",644,12282
"BRD-K29258781.txt.mat",644,12282
"BRD-K29266727.txt.mat",644,12282
"BRD-K29276696.txt.mat",644,12282
"BRD-K29279625.txt.mat",644,12282
"BRD-K29280435.txt.mat",644,12282
"BRD-K29285912.txt.mat",644,12282
"BRD-K29286627.txt.mat",644,12282
"BRD-K29290722.txt.mat",644,12282
"BRD-K29309835.txt.mat",644,12282
"BRD-K29311288.txt.mat",644,12282
"BRD-K29312193.txt.mat",644,12282
"BRD-K29322455.txt.mat",644,12282
"BRD-K29324759.txt.mat",644,12282
"BRD-K29326853.txt.mat",644,12282
"BRD-K29326878.txt.mat",644,12282
"BRD-K29328696.txt.mat",644,12282
"BRD-K29335396.txt.mat",644,12282
"BRD-K29345712.txt.mat",644,12282
"BRD-K29350630.txt.mat",644,12282
"BRD-K29360016.txt.mat",644,12282
"BRD-K29368169.txt.mat",644,12282
"BRD-K29371459.txt.mat",644,12282
"BRD-K29373549.txt.mat",644,12282
"BRD-K29379469.txt.mat",644,12282
"BRD-K29381365.txt.mat",644,12282
"BRD-K29385065.txt.mat",644,12282
"BRD-K29388838.txt.mat",644,12282
"BRD-K29390829.txt.mat",644,12282
"BRD-K29392278.txt.mat",644,12282
"BRD-K29396015.txt.mat",644,12282
"BRD-K29407738.txt.mat",644,12282
"BRD-K29423519.txt.mat",644,12282
"BRD-K29426933.txt.mat",644,12282
"BRD-K29427427.txt.mat",644,12282
"BRD-K29438074.txt.mat",644,12282
"BRD-K29451642.txt.mat",644,12282
"BRD-K29452018.txt.mat",644,12282
"BRD-K29458822.txt.mat",644,12282
"BRD-K29474997.txt.mat",644,12282
"BRD-K29475732.txt.mat",644,12282
"BRD-K29499344.txt.mat",644,12282
"BRD-K29500995.txt.mat",644,12282
"BRD-K29503610.txt.mat",644,12282
"BRD-K29506255.txt.mat",644,12282
"BRD-K29514489.txt.mat",644,12282
"BRD-K29528387.txt.mat",644,12282
"BRD-K29532955.txt.mat",644,12282
"BRD-K29540359.txt.mat",644,12282
"BRD-K29543879.txt.mat",644,12282
"BRD-K29547084.txt.mat",644,12282
"BRD-K29555302.txt.mat",644,12282
"BRD-K29567467.txt.mat",644,12282
"BRD-K29568987.txt.mat",644,12282
"BRD-K29582182.txt.mat",644,12282
"BRD-K29609299.txt.mat",644,12282
"BRD-K29611469.txt.mat",644,12282
"BRD-K29622226.txt.mat",644,12282
"BRD-K29625564.txt.mat",644,12282
"BRD-K29626061.txt.mat",644,12282
"BRD-K29635534.txt.mat",644,12282
"BRD-K29636459.txt.mat",644,12282
"BRD-K29639729.txt.mat",644,12282
"BRD-K29642180.txt.mat",644,12282
"BRD-K29642604.txt.mat",644,12282
"BRD-K29648963.txt.mat",644,12282
"BRD-K29649571.txt.mat",644,12282
"BRD-K29651341.txt.mat",644,12282
"BRD-K29654204.txt.mat",644,12282
"BRD-K29655991.txt.mat",644,12282
"BRD-K29660619.txt.mat",644,12282
"BRD-K29662826.txt.mat",644,12282
"BRD-K29674378.txt.mat",644,12282
"BRD-K29702325.txt.mat",644,12282
"BRD-K29711801.txt.mat",644,12282
"BRD-K29715937.txt.mat",644,12282
"BRD-K29720768.txt.mat",644,12282
"BRD-K29733597.txt.mat",644,12282
"BRD-K29736077.txt.mat",644,12282
"BRD-K29737933.txt.mat",644,12282
"BRD-K29745382.txt.mat",644,12282
"BRD-K29746329.txt.mat",644,12282
"BRD-K29767311.txt.mat",644,12282
"BRD-K29768655.txt.mat",644,12282
"BRD-K29776425.txt.mat",644,12282
"BRD-K29785053.txt.mat",644,12282
"BRD-K29785890.txt.mat",644,12282
"BRD-K29792001.txt.mat",644,12282
"BRD-K29794647.txt.mat",644,12282
"BRD-K29799191.txt.mat",644,12282
"BRD-K29802265.txt.mat",644,12282
"BRD-K29809218.txt.mat",644,12282
"BRD-K29812154.txt.mat",644,12282
"BRD-K29824954.txt.mat",644,12282
"BRD-K29827452.txt.mat",644,12282
"BRD-K29834132.txt.mat",644,12282
"BRD-K29834680.txt.mat",644,12282
"BRD-K29890753.txt.mat",644,12282
"BRD-K29892351.txt.mat",644,12282
"BRD-K29908513.txt.mat",644,12282
"BRD-K29911749.txt.mat",644,12282
"BRD-K29916225.txt.mat",644,12282
"BRD-K29924325.txt.mat",644,12282
"BRD-K29943481.txt.mat",644,12282
"BRD-K29946363.txt.mat",644,12282
"BRD-K29946624.txt.mat",644,12282
"BRD-K29953802.txt.mat",644,12282
"BRD-K29956297.txt.mat",644,12282
"BRD-K29957577.txt.mat",644,12282
"BRD-K29966477.txt.mat",644,12282
"BRD-K29974036.txt.mat",644,12282
"BRD-K29987902.txt.mat",644,12282
"BRD-K29996103.txt.mat",644,12282
"BRD-K30007764.txt.mat",644,12282
"BRD-K30013099.txt.mat",644,12282
"BRD-K30015724.txt.mat",644,12282
"BRD-K30021624.txt.mat",644,12282
"BRD-K30025108.txt.mat",644,12282
"BRD-K30033690.txt.mat",644,12282
"BRD-K30040610.txt.mat",644,12282
"BRD-K30055322.txt.mat",644,12282
"BRD-K30058879.txt.mat",644,12282
"BRD-K30064966.txt.mat",644,12282
"BRD-K30066603.txt.mat",644,12282
"BRD-K30079954.txt.mat",644,12282
"BRD-K30094073.txt.mat",644,12282
"BRD-K30098855.txt.mat",644,12282
"BRD-K30106607.txt.mat",644,12282
"BRD-K30111752.txt.mat",644,12282
"BRD-K30113303.txt.mat",644,12282
"BRD-K30114694.txt.mat",644,12282
"BRD-K30126976.txt.mat",644,12282
"BRD-K30150248.txt.mat",644,12282
"BRD-K30151357.txt.mat",644,12282
"BRD-K30155575.txt.mat",644,12282
"BRD-K30160673.txt.mat",644,12282
"BRD-K30174465.txt.mat",644,12282
"BRD-K30180607.txt.mat",644,12282
"BRD-K30183231.txt.mat",644,12282
"BRD-K30194621.txt.mat",644,12282
"BRD-K30199293.txt.mat",644,12282
"BRD-K30211346.txt.mat",644,12282
"BRD-K30214283.txt.mat",644,12282
"BRD-K30218805.txt.mat",644,12282
"BRD-K30226385.txt.mat",644,12282
"BRD-K30228236.txt.mat",644,12282
"BRD-K30229575.txt.mat",644,12282
"BRD-K30231186.txt.mat",644,12282
"BRD-K30234379.txt.mat",644,12282
"BRD-K30267135.txt.mat",644,12282
"BRD-K30270755.txt.mat",644,12282
"BRD-K30275524.txt.mat",644,12282
"BRD-K30282337.txt.mat",644,12282
"BRD-K30296979.txt.mat",644,12282
"BRD-K30298702.txt.mat",644,12282
"BRD-K30309936.txt.mat",644,12282
"BRD-K30312461.txt.mat",644,12282
"BRD-K30315899.txt.mat",644,12282
"BRD-K30316035.txt.mat",644,12282
"BRD-K30342454.txt.mat",644,12282
"BRD-K30347205.txt.mat",644,12282
"BRD-K30351863.txt.mat",644,12282
"BRD-K30357474.txt.mat",644,12282
"BRD-K30361687.txt.mat",644,12282
"BRD-K30365815.txt.mat",644,12282
"BRD-K30371494.txt.mat",644,12282
"BRD-K30373477.txt.mat",644,12282
"BRD-K30377297.txt.mat",644,12282
"BRD-K30377659.txt.mat",644,12282
"BRD-K30377815.txt.mat",644,12282
"BRD-K30381304.txt.mat",644,12282
"BRD-K30381384.txt.mat",644,12282
"BRD-K30393343.txt.mat",644,12282
"BRD-K30398452.txt.mat",644,12282
"BRD-K30403168.txt.mat",644,12282
"BRD-K30409687.txt.mat",644,12282
"BRD-K30415102.txt.mat",644,12282
"BRD-K30434763.txt.mat",644,12282
"BRD-K30436233.txt.mat",644,12282
"BRD-K30437434.txt.mat",644,12282
"BRD-K30437804.txt.mat",644,12282
"BRD-K30438246.txt.mat",644,12282
"BRD-K30443205.txt.mat",644,12282
"BRD-K30446755.txt.mat",644,12282
"BRD-K30456673.txt.mat",644,12282
"BRD-K30459086.txt.mat",644,12282
"BRD-K30463976.txt.mat",644,12282
"BRD-K30468438.txt.mat",644,12282
"BRD-K30468800.txt.mat",644,12282
"BRD-K30477337.txt.mat",644,12282
"BRD-K30478013.txt.mat",644,12282
"BRD-K30507268.txt.mat",644,12282
"BRD-K30509186.txt.mat",644,12282
"BRD-K30511626.txt.mat",644,12282
"BRD-K30516885.txt.mat",644,12282
"BRD-K30523950.txt.mat",644,12282
"BRD-K30536692.txt.mat",644,12282
"BRD-K30548766.txt.mat",644,12282
"BRD-K30553817.txt.mat",644,12282
"BRD-K30563708.txt.mat",644,12282
"BRD-K30563791.txt.mat",644,12282
"BRD-K30571172.txt.mat",644,12282
"BRD-K30573524.txt.mat",644,12282
"BRD-K30600059.txt.mat",644,12282
"BRD-K30611309.txt.mat",644,12282
"BRD-K30613842.txt.mat",644,12282
"BRD-K30620974.txt.mat",644,12282
"BRD-K30628839.txt.mat",644,12282
"BRD-K30633722.txt.mat",644,12282
"BRD-K30635390.txt.mat",644,12282
"BRD-K30640165.txt.mat",644,12282
"BRD-K30644784.txt.mat",644,12282
"BRD-K30645599.txt.mat",644,12282
"BRD-K30647638.txt.mat",644,12282
"BRD-K30649361.txt.mat",644,12282
"BRD-K30653168.txt.mat",644,12282
"BRD-K30658064.txt.mat",644,12282
"BRD-K30659453.txt.mat",644,12282
"BRD-K30684242.txt.mat",644,12282
"BRD-K30695296.txt.mat",644,12282
"BRD-K30697829.txt.mat",644,12282
"BRD-K30704475.txt.mat",644,12282
"BRD-K30706668.txt.mat",644,12282
"BRD-K30715099.txt.mat",644,12282
"BRD-K30715463.txt.mat",644,12282
"BRD-K30719410.txt.mat",644,12282
"BRD-K30723822.txt.mat",644,12282
"BRD-K30724479.txt.mat",644,12282
"BRD-K30726719.txt.mat",644,12282
"BRD-K30737452.txt.mat",644,12282
"BRD-K30738885.txt.mat",644,12282
"BRD-K30750630.txt.mat",644,12282
"BRD-K30752405.txt.mat",644,12282
"BRD-K30758067.txt.mat",644,12282
"BRD-K30758351.txt.mat",644,12282
"BRD-K30760376.txt.mat",644,12282
"BRD-K30779094.txt.mat",644,12282
"BRD-K30781400.txt.mat",644,12282
"BRD-K30781800.txt.mat",644,12282
"BRD-K30785989.txt.mat",644,12282
"BRD-K30794866.txt.mat",644,12282
"BRD-K30795336.txt.mat",644,12282
"BRD-K30797133.txt.mat",644,12282
"BRD-K30802967.txt.mat",644,12282
"BRD-K30803694.txt.mat",644,12282
"BRD-K30804015.txt.mat",644,12282
"BRD-K30820123.txt.mat",644,12282
"BRD-K30822915.txt.mat",644,12282
"BRD-K30836161.txt.mat",644,12282
"BRD-K30836174.txt.mat",644,12282
"BRD-K30837577.txt.mat",644,12282
"BRD-K30842998.txt.mat",644,12282
"BRD-K30851490.txt.mat",644,12282
"BRD-K30854557.txt.mat",644,12282
"BRD-K30855709.txt.mat",644,12282
"BRD-K30857073.txt.mat",644,12282
"BRD-K30857143.txt.mat",644,12282
"BRD-K30860517.txt.mat",644,12282
"BRD-K30882656.txt.mat",644,12282
"BRD-K30883461.txt.mat",644,12282
"BRD-K30891382.txt.mat",644,12282
"BRD-K30910503.txt.mat",644,12282
"BRD-K30912278.txt.mat",644,12282
"BRD-K30934140.txt.mat",644,12282
"BRD-K30934336.txt.mat",644,12282
"BRD-K30934390.txt.mat",644,12282
"BRD-K30935394.txt.mat",644,12282
"BRD-K30936057.txt.mat",644,12282
"BRD-K30937833.txt.mat",644,12282
"BRD-K30940328.txt.mat",644,12282
"BRD-K30941218.txt.mat",644,12282
"BRD-K30953566.txt.mat",644,12282
"BRD-K30954716.txt.mat",644,12282
"BRD-K30958256.txt.mat",644,12282
"BRD-K30958640.txt.mat",644,12282
"BRD-K30962405.txt.mat",644,12282
"BRD-K31000214.txt.mat",644,12282
"BRD-K31027517.txt.mat",644,12282
"BRD-K31028119.txt.mat",644,12282
"BRD-K31030218.txt.mat",644,12282
"BRD-K31036503.txt.mat",644,12282
"BRD-K31039264.txt.mat",644,12282
"BRD-K31042078.txt.mat",644,12282
"BRD-K31042955.txt.mat",644,12282
"BRD-K31045868.txt.mat",644,12282
"BRD-K31060354.txt.mat",644,12282
"BRD-K31067719.txt.mat",644,12282
"BRD-K31088139.txt.mat",644,12282
"BRD-K31096204.txt.mat",644,12282
"BRD-K31099173.txt.mat",644,12282
"BRD-K31103241.txt.mat",644,12282
"BRD-K31108633.txt.mat",644,12282
"BRD-K31112909.txt.mat",644,12282
"BRD-K31122916.txt.mat",644,12282
"BRD-K31126514.txt.mat",644,12282
"BRD-K31129604.txt.mat",644,12282
"BRD-K31138070.txt.mat",644,12282
"BRD-K31142225.txt.mat",644,12282
"BRD-K31147195.txt.mat",644,12282
"BRD-K31147434.txt.mat",644,12282
"BRD-K31158126.txt.mat",644,12282
"BRD-K31160185.txt.mat",644,12282
"BRD-K31163805.txt.mat",644,12282
"BRD-K31168993.txt.mat",644,12282
"BRD-K31175437.txt.mat",644,12282
"BRD-K31183432.txt.mat",644,12282
"BRD-K31194232.txt.mat",644,12282
"BRD-K31207674.txt.mat",644,12282
"BRD-K31220088.txt.mat",644,12282
"BRD-K31230167.txt.mat",644,12282
"BRD-K31248348.txt.mat",644,12282
"BRD-K31251993.txt.mat",644,12282
"BRD-K31260488.txt.mat",644,12282
"BRD-K31262969.txt.mat",644,12282
"BRD-K31274539.txt.mat",644,12282
"BRD-K31284555.txt.mat",644,12282
"BRD-K31285743.txt.mat",644,12282
"BRD-K31286015.txt.mat",644,12282
"BRD-K31290665.txt.mat",644,12282
"BRD-K31290842.txt.mat",644,12282
"BRD-K31290914.txt.mat",644,12282
"BRD-K31295191.txt.mat",644,12282
"BRD-K31302860.txt.mat",644,12282
"BRD-K31310964.txt.mat",644,12282
"BRD-K31314139.txt.mat",644,12282
"BRD-K31315646.txt.mat",644,12282
"BRD-K31327364.txt.mat",644,12282
"BRD-K31329249.txt.mat",644,12282
"BRD-K31344914.txt.mat",644,12282
"BRD-K31367750.txt.mat",644,12282
"BRD-K31369513.txt.mat",644,12282
"BRD-K31373683.txt.mat",644,12282
"BRD-K31378663.txt.mat",644,12282
"BRD-K31380618.txt.mat",644,12282
"BRD-K31385226.txt.mat",644,12282
"BRD-K31387465.txt.mat",644,12282
"BRD-K31392657.txt.mat",644,12282
"BRD-K31411295.txt.mat",644,12282
"BRD-K31412180.txt.mat",644,12282
"BRD-K31415071.txt.mat",644,12282
"BRD-K31418530.txt.mat",644,12282
"BRD-K31422806.txt.mat",644,12282
"BRD-K31427141.txt.mat",644,12282
"BRD-K31439714.txt.mat",644,12282
"BRD-K31441680.txt.mat",644,12282
"BRD-K31449336.txt.mat",644,12282
"BRD-K31453413.txt.mat",644,12282
"BRD-K31462841.txt.mat",644,12282
"BRD-K31479060.txt.mat",644,12282
"BRD-K31485493.txt.mat",644,12282
"BRD-K31487013.txt.mat",644,12282
"BRD-K31487236.txt.mat",644,12282
"BRD-K31487253.txt.mat",644,12282
"BRD-K31494307.txt.mat",644,12282
"BRD-K31538032.txt.mat",644,12282
"BRD-K31545458.txt.mat",644,12282
"BRD-K31553917.txt.mat",644,12282
"BRD-K31556224.txt.mat",644,12282
"BRD-K31558029.txt.mat",644,12282
"BRD-K31559406.txt.mat",644,12282
"BRD-K31561199.txt.mat",644,12282
"BRD-K31562577.txt.mat",644,12282
"BRD-K31566137.txt.mat",644,12282
"BRD-K31569005.txt.mat",644,12282
"BRD-K31575862.txt.mat",644,12282
"BRD-K31589685.txt.mat",644,12282
"BRD-K31593084.txt.mat",644,12282
"BRD-K31593641.txt.mat",644,12282
"BRD-K31600199.txt.mat",644,12282
"BRD-K31610599.txt.mat",644,12282
"BRD-K31613395.txt.mat",644,12282
"BRD-K31618614.txt.mat",644,12282
"BRD-K31621670.txt.mat",644,12282
"BRD-K31633278.txt.mat",644,12282
"BRD-K31635696.txt.mat",644,12282
"BRD-K31641287.txt.mat",644,12282
"BRD-K31647448.txt.mat",644,12282
"BRD-K31671785.txt.mat",644,12282
"BRD-K31678340.txt.mat",644,12282
"BRD-K31680744.txt.mat",644,12282
"BRD-K31682048.txt.mat",644,12282
"BRD-K31688005.txt.mat",644,12282
"BRD-K31695944.txt.mat",644,12282
"BRD-K31697605.txt.mat",644,12282
"BRD-K31703908.txt.mat",644,12282
"BRD-K31704218.txt.mat",644,12282
"BRD-K31705167.txt.mat",644,12282
"BRD-K31706415.txt.mat",644,12282
"BRD-K31716313.txt.mat",644,12282
"BRD-K31720784.txt.mat",644,12282
"BRD-K31746020.txt.mat",644,12282
"BRD-K31749518.txt.mat",644,12282
"BRD-K31752292.txt.mat",644,12282
"BRD-K31754360.txt.mat",644,12282
"BRD-K31755488.txt.mat",644,12282
"BRD-K31757099.txt.mat",644,12282
"BRD-K31765411.txt.mat",644,12282
"BRD-K31770065.txt.mat",644,12282
"BRD-K31774852.txt.mat",644,12282
"BRD-K31784555.txt.mat",644,12282
"BRD-K31786211.txt.mat",644,12282
"BRD-K31788208.txt.mat",644,12282
"BRD-K31788299.txt.mat",644,12282
"BRD-K31791559.txt.mat",644,12282
"BRD-K31800869.txt.mat",644,12282
"BRD-K31812348.txt.mat",644,12282
"BRD-K31812476.txt.mat",644,12282
"BRD-K31815095.txt.mat",644,12282
"BRD-K31822300.txt.mat",644,12282
"BRD-K31825071.txt.mat",644,12282
"BRD-K31826120.txt.mat",644,12282
